cell_id,cell_lat,cell_lon,city,sector_main,entity_count_real,entity_count_total,active_rate,capital_median,capital_mean,capital_max,sector_diversity,formal_ratio,sarl_count,sa_count,attractivity_score,attractivity_class
2383_-482,32.212426,-8.497833,Casablanca,Construction,1,1,1.0,10000.0,10000.0,10000.0,0.0,0.0,0,0,47.55,Faible
2384_-451,32.228152,-7.949695999999999,Casablanca,Construction,2,2,1.0,100000.0,100000.0,100000.0,0.0,0.0,0,0,47.67,Faible
2385_-394,32.2360718965,-6.94469589795,Casablanca,Construction,1,1,1.0,100000.0,100000.0,100000.0,0.0,0.0,0,0,47.64,Faible
2385_-450,32.238329,-7.934715,Casablanca,Construction,1,1,1.0,110000.0,110000.0,110000.0,0.0,0.0,0,0,47.66,Faible
2385_-452,32.239464,-7.958947,Casablanca,Commerce,1,1,1.0,10000.0,10000.0,10000.0,0.8437590816619513,0.0,0,0,60.92,Moyen
2385_-452,32.239464,-7.958947,Casablanca,Construction,6,6,1.0,300000.0,2282000.0,10000000.0,0.8437590816619513,0.0,0,0,61.36,Moyen
2385_-452,32.239464,-7.958947,Casablanca,Information Technology,2,2,1.0,5015000.0,5015000.0,10000000.0,0.8437590816619513,0.0,0,0,66.24,Fort
2385_-452,32.239464,-7.958947,Casablanca,Professional Services,1,1,1.0,100000.0,,,0.8437590816619513,0.0,0,0,61.02,Moyen
2385_-452,32.239464,-7.958947,Casablanca,Transport,2,2,0.5,100000.0,100000.0,100000.0,0.8437590816619513,0.0,0,0,37.27,Faible
2385_-484,32.232865,-8.530375,Casablanca,Construction,1,1,1.0,1000000.0,1000000.0,1000000.0,0.0,0.0,0,0,48.6,Faible
2386_-484,32.25,-8.53333299,Casablanca,Construction,9,9,0.6666666666666666,10000.0,43750.0,100000.0,0.6760150508789764,0.0,0,0,42.62,Faible
2386_-484,32.25,-8.53333299,Casablanca,Manufacturing,1,1,0.0,10000.0,10000.0,10000.0,0.6760150508789764,0.0,0,0,10.71,Faible
2386_-484,32.25,-8.53333299,Casablanca,Other,1,1,0.0,1200000.0,1200000.0,1200000.0,0.6760150508789764,0.0,0,0,11.97,Faible
2386_-484,32.25,-8.53333299,Casablanca,Transport,2,2,1.0,300000.0,300000.0,500000.0,0.6760150508789764,0.0,0,0,58.6,Moyen
2388_-409,32.279076,-7.202938,Casablanca,Construction,2,2,1.0,100000.0,100000.0,100000.0,0.0,0.0,0,0,47.67,Faible
2389_-452,32.286308,-7.9592863,Casablanca,Commerce,3,3,0.3333333333333333,100000.0,83333.33333333333,100000.0,0.8572242062522161,0.0,0,0,29.58,Faible
2389_-452,32.286308,-7.9592863,Casablanca,Construction,11,11,0.6363636363636364,100000.0,219090.9090909091,1500000.0,0.8572242062522161,0.0,0,0,44.2,Faible
2389_-452,32.286308,-7.9592863,Casablanca,Information Technology,2,2,1.0,100000.0,100000.0,100000.0,0.8572242062522161,0.0,0,0,61.26,Moyen
2389_-452,32.286308,-7.9592863,Casablanca,Other,3,3,1.0,100000.0,100000.0,100000.0,0.8572242062522161,0.0,0,0,61.28,Moyen
2389_-452,32.286308,-7.9592863,Casablanca,Transport,3,3,1.0,100000.0,100000.0,100000.0,0.8572242062522161,0.0,0,0,61.28,Moyen
2390_-392,32.308838,-6.903697,Casablanca,Information Technology,1,1,1.0,200000.0,200000.0,200000.0,0.0,0.0,0,0,47.75,Faible
2391_-409,32.315913,-7.211454,Casablanca,Construction,1,1,1.0,100000.0,100000.0,100000.0,0.0,0.0,0,0,47.64,Faible
2391_-492,32.3159726936,-8.66619375637,Casablanca,Construction,1,1,1.0,100000.0,,,0.0,0.0,0,0,47.64,Faible
2398_-392,32.4064778718,-6.91166490882,Casablanca,Construction,1,1,1.0,10000.0,10000.0,10000.0,0.0,0.0,0,0,47.55,Faible
2398_-482,32.4157192132,-8.50324698762,Casablanca,Construction,1,1,1.0,10000.0,10000.0,10000.0,0.0,0.0,0,0,47.55,Faible
2404_-407,32.495451,-7.178126,Casablanca,Commerce,1,1,1.0,100000.0,100000.0,100000.0,1.0,0.0,0,0,63.49,Fort
2404_-407,32.495451,-7.178126,Casablanca,Other,1,1,1.0,10000.0,10000.0,10000.0,1.0,0.0,0,0,63.4,Fort
2405_-408,32.504544,-7.192647,Casablanca,Construction,2,2,1.0,155000.0,155000.0,300000.0,0.9182958340544894,0.0,0,0,62.28,Moyen
2405_-408,32.504544,-7.192647,Casablanca,Other,1,1,1.0,10000.0,10000.0,10000.0,0.9182958340544894,0.0,0,0,62.1,Moyen
2414_-493,32.623741,-8.699251,Casablanca,Construction,1,1,1.0,10000.0,10000.0,10000.0,0.9999999999999998,0.0,0,0,63.4,Fort
2414_-493,32.623741,-8.699251,Casablanca,Information Technology,1,1,1.0,100000.0,100000.0,100000.0,0.9999999999999998,0.0,0,0,63.49,Fort
2414_-493,32.623741,-8.699251,Casablanca,Transport,1,1,1.0,100000.0,,,0.9999999999999998,0.0,0,0,63.49,Fort
2416_-478,32.65,-8.4333329,Casablanca,Commerce,2,2,1.0,600000.0,600000.0,1000000.0,0.7224773843547734,0.0,0,0,59.65,Moyen
2416_-478,32.65,-8.4333329,Casablanca,Construction,12,12,0.6666666666666666,100000.0,180000.0,1000000.0,0.7224773843547734,0.0,0,0,43.53,Faible
2416_-478,32.65,-8.4333329,Casablanca,Information Technology,4,4,0.25,55000.0,130000.0,400000.0,0.7224773843547734,0.0,0,0,23.46,Faible
2416_-478,32.65,-8.4333329,Casablanca,Manufacturing,1,1,1.0,300000.0,300000.0,300000.0,0.7224773843547734,0.0,0,0,59.31,Moyen
2416_-478,32.65,-8.4333329,Casablanca,Other,1,1,1.0,100000.0,100000.0,100000.0,0.7224773843547734,0.0,0,0,59.1,Moyen
2416_-478,32.65,-8.4333329,Casablanca,Transport,1,1,0.0,100000.0,100000.0,100000.0,0.7224773843547734,0.0,0,0,11.55,Faible
2417_-417,32.662767,-7.353706,Casablanca,Other,1,1,1.0,100000.0,100000.0,100000.0,0.0,0.0,0,0,47.64,Faible
2423_-452,32.756702,-7.975883,Casablanca,Commerce,1,1,1.0,10000.0,10000.0,10000.0,1.0,0.0,0,0,63.4,Fort
2423_-452,32.756702,-7.975883,Casablanca,Construction,1,1,1.0,10000.0,10000.0,10000.0,1.0,0.0,0,0,63.4,Fort
2425_-449,32.7738676179,-7.91435456051,Benslimane,Commerce,1,1,1.0,20000.0,20000.0,20000.0,1.0,1.0,1,0,71.33,Fort
2425_-449,32.7738676179,-7.91435456051,Benslimane,Other,1,1,1.0,50000.0,50000.0,50000.0,1.0,1.0,1,0,71.37,Fort
2426_-477,32.795043,-8.413238,Casablanca,Real Estate,1,1,1.0,100000.0,100000.0,100000.0,0.0,0.0,0,0,47.64,Faible
2428_-483,32.824,-8.514,El Jadida,Commerce,1,1,0.5,100000.0,,,0.9182958340544894,0.0,0,0,38.42,Faible
2428_-483,32.824,-8.514,El Jadida,Finance,2,2,0.5,100000.0,,,0.9182958340544894,0.0,0,0,38.45,Faible
2429_-483,32.826866,-8.512141,Casablanca,Commerce,2,2,1.0,55000.0,55000.0,100000.0,0.0,0.0,0,0,47.62,Faible
2430_-386,32.839935,-6.804158,Casablanca,Construction,2,2,1.0,110000.0,110000.0,200000.0,0.0,0.0,0,0,47.68,Faible
2430_-390,32.850885,-6.875649,Casablanca,Information Technology,1,1,1.0,100000.0,100000.0,100000.0,0.0,0.0,0,0,47.64,Faible
2430_-403,32.847096,-7.097205,Casablanca,Tourism & Hospitality,1,1,1.0,300000.0,300000.0,300000.0,0.0,0.0,0,0,47.86,Faible
2431_-392,32.85413,-6.901073,Casablanca,Construction,1,1,1.0,300000.0,300000.0,300000.0,0.0,0.0,0,0,47.86,Faible
2432_-392,32.87073,-6.91717,Casablanca,Commerce,1,1,1.0,10000.0,10000.0,10000.0,0.0,0.0,0,0,47.55,Faible
2432_-393,32.87796,-6.921472,Casablanca,Commerce,3,3,0.6666666666666666,100000.0,70000.0,100000.0,0.7668149549553654,0.0,0,0,44.0,Faible
2432_-393,32.87796,-6.921472,Casablanca,Construction,12,12,1.0,100000.0,815000.0,5000000.0,0.7668149549553654,0.0,0,0,60.08,Moyen
2432_-393,32.87796,-6.921472,Casablanca,Finance,1,1,1.0,10000.0,10000.0,10000.0,0.7668149549553654,0.0,0,0,59.7,Moyen
2432_-393,32.87796,-6.921472,Casablanca,Information Technology,2,2,1.0,100000.0,100000.0,100000.0,0.7668149549553654,0.0,0,0,59.82,Moyen
2432_-393,32.87796,-6.921472,Casablanca,Other,1,1,0.0,50000.0,50000.0,50000.0,0.7668149549553654,0.0,0,0,12.2,Faible
2432_-393,32.87796,-6.921472,Casablanca,Tourism & Hospitality,1,1,1.0,10000.0,10000.0,10000.0,0.7668149549553654,0.0,0,0,59.7,Moyen
2432_-393,32.87796,-6.921472,Casablanca,Transport,3,3,0.6666666666666666,10000.0,10000.0,10000.0,0.7668149549553654,0.0,0,0,43.91,Faible
2433_-391,32.8833333,-6.899999999999977,Casablanca,Commerce,1,1,0.0,10000.0,10000.0,10000.0,0.6143706551144408,0.0,0,0,9.74,Faible
2433_-391,32.8833333,-6.899999999999977,Casablanca,Construction,18,18,0.5555555555555556,100000.0,86764.70588235294,300000.0,0.6143706551144408,0.0,0,0,36.69,Faible
2433_-391,32.8833333,-6.899999999999977,Casablanca,Information Technology,1,1,1.0,100000.0,100000.0,100000.0,0.6143706551144408,0.0,0,0,57.38,Moyen
2433_-391,32.8833333,-6.899999999999977,Casablanca,Manufacturing,2,2,0.5,100000.0,100000.0,100000.0,0.6143706551144408,0.0,0,0,33.63,Faible
2433_-391,32.8833333,-6.899999999999977,Casablanca,Other,3,3,0.3333333333333333,100000.0,3370000.0,10000000.0,0.6143706551144408,0.3333333333333333,0,1,28.38,Faible
2433_-391,32.8833333,-6.899999999999977,Casablanca,Professional Services,1,1,1.0,100000.0,100000.0,100000.0,0.6143706551144408,0.0,0,0,57.38,Moyen
2433_-391,32.8833333,-6.899999999999977,Casablanca,Transport,1,1,0.0,10000.0,10000.0,10000.0,0.6143706551144408,0.0,0,0,9.74,Faible
2433_-392,32.8859,-6.911043,Casablanca,Commerce,2,2,1.0,55000.0,55000.0,100000.0,0.9182958340544894,0.0,0,0,62.18,Moyen
2433_-392,32.8859,-6.911043,Casablanca,Construction,1,1,1.0,100000.0,,,0.9182958340544894,0.0,0,0,62.2,Moyen
2433_-393,32.888967,-6.921538,Casablanca,Commerce,1,1,1.0,100000.0,100000.0,100000.0,0.9602297178607612,0.0,0,0,62.86,Fort
2433_-393,32.888967,-6.921538,Casablanca,Construction,2,2,1.0,165000.0,165000.0,300000.0,0.9602297178607612,0.0,0,0,62.96,Fort
2433_-393,32.888967,-6.921538,Casablanca,Information Technology,2,2,1.0,10000.0,10000.0,10000.0,0.9602297178607612,0.0,0,0,62.79,Fort
2433_-411,32.8844683666,-7.23672107211,Casablanca,Information Technology,1,1,0.0,1000000.0,1000000.0,1000000.0,0.0,0.0,0,0,1.05,Faible
2434_-388,32.8975164688,-6.84410409535,Casablanca,Construction,1,1,1.0,500000.0,500000.0,500000.0,0.0,0.0,0,0,48.07,Faible
2434_-392,32.89254,-6.90192,Casablanca,Transport,1,1,1.0,100000.0,100000.0,100000.0,0.0,0.0,0,0,47.64,Faible
2434_-393,32.8981905,-6.9252435000000006,Casablanca,Commerce,3,3,0.6666666666666666,100000.0,900000.0,2500000.0,0.8112781244591328,0.0,0,0,44.7,Faible
2434_-393,32.8981905,-6.9252435000000006,Casablanca,Construction,1,1,1.0,100000.0,,,0.8112781244591328,0.0,0,0,60.5,Moyen
2434_-407,32.8944791664,-7.18021567953,Settat,Information Technology,1,1,1.0,10000.0,10000.0,10000.0,0.0,0.0,0,0,47.55,Faible
2435_-391,32.9075095996,-6.88469099248,Casablanca,Other,1,1,1.0,100000.0,100000.0,100000.0,0.0,0.0,0,0,47.64,Faible
2435_-412,32.91019,-7.258398,Casablanca,Information Technology,1,1,1.0,200000.0,200000.0,200000.0,0.0,0.0,0,0,47.75,Faible
2435_-420,32.915819,-7.400931,Casablanca,Commerce,2,2,1.0,210000.0,210000.0,320000.0,0.9683925140412226,0.0,0,0,63.14,Fort
2435_-420,32.915819,-7.400931,Casablanca,Construction,1,1,1.0,100000.0,100000.0,100000.0,0.9683925140412226,0.0,0,0,62.99,Fort
2435_-420,32.915819,-7.400931,Casablanca,Information Technology,2,2,1.0,75000.0,75000.0,100000.0,0.9683925140412226,0.0,0,0,62.99,Fort
2435_-420,32.915819,-7.400931,Casablanca,Manufacturing,1,1,1.0,600000.0,600000.0,600000.0,0.9683925140412226,0.0,0,0,63.52,Fort
2435_-420,32.915819,-7.400931,Casablanca,Other,2,2,1.0,110000.0,110000.0,120000.0,0.9683925140412226,0.0,0,0,63.03,Fort
2435_-420,32.915819,-7.400931,Casablanca,Professional Services,1,1,1.0,100000.0,100000.0,100000.0,0.9683925140412226,1.0,1,0,70.92,Fort
2438_-387,32.952273,-6.818638,Casablanca,Construction,1,1,1.0,100000.0,,,0.0,0.0,0,0,47.64,Faible
2438_-466,32.951731,-8.218351,Casablanca,Construction,3,3,1.0,80000.0,110000.0,200000.0,0.0,0.0,0,0,47.68,Faible
2438_-493,32.952051,-8.697653,Casablanca,Construction,1,1,1.0,10000.0,10000.0,10000.0,1.0,0.0,0,0,63.4,Fort
2438_-493,32.952051,-8.697653,Casablanca,Information Technology,1,1,1.0,50000.0,50000.0,50000.0,1.0,0.0,0,0,63.44,Fort
2439_-489,32.9727677068,-8.61578798712,El Jadida,Transport,1,1,0.0,100000.0,100000.0,100000.0,0.0,0.0,0,0,0.1,Faible
2440_-431,32.973642,-7.603999,Settat,Construction,2,2,1.0,625000.0,625000.0,1200000.0,0.9602297178607612,0.5,1,0,67.41,Fort
2440_-431,32.973642,-7.603999,Settat,Information Technology,2,2,1.0,500000.0,500000.0,600000.0,0.9602297178607612,1.0,1,1,71.24,Fort
2440_-431,32.973642,-7.603999,Settat,Transport,1,1,1.0,1000000.0,1000000.0,1000000.0,0.9602297178607612,0.0,0,0,63.82,Fort
2441_-404,32.989779,-7.124077,Casablanca,Construction,2,2,1.0,90000.0,90000.0,100000.0,0.0,0.0,0,0,47.66,Faible
2441_-431,32.997941299999994,-7.604816,Casablanca,Construction,3,3,1.0,60000.0,60000.0,100000.0,1.0,0.0,0,0,63.5,Fort
2441_-431,32.997941299999994,-7.604816,Casablanca,Other,3,3,1.0,10000.0,10000.0,10000.0,1.0,0.3333333333333333,1,0,66.09,Fort
2441_-432,32.9939424,-7.6235292,Settat,Commerce,69,69,1.0,100000.0,75714.28571428571,200000.0,0.6983372714018556,0.028985507246376812,1,1,60.7,Moyen
2441_-432,32.9939424,-7.6235292,Settat,Construction,13,13,0.9230769230769231,100000.0,68333.33333333333,100000.0,0.6983372714018556,0.23076923076923078,3,0,57.19,Moyen
2441_-432,32.9939424,-7.6235292,Settat,Education,33,33,0.5,100000.0,,,0.6983372714018556,0.0,0,0,35.76,Faible
2441_-432,32.9939424,-7.6235292,Settat,Finance,140,140,0.5,100000.0,,,0.6983372714018556,0.0,0,0,38.52,Faible
2441_-432,32.9939424,-7.6235292,Settat,Healthcare,424,424,0.5,100000.0,,,0.6983372714018556,0.0,0,0,45.85,Faible
2441_-432,32.9939424,-7.6235292,Settat,Information Technology,10,10,1.0,100000.0,88000.0,200000.0,0.6983372714018556,0.7,6,1,64.49,Fort
2441_-432,32.9939424,-7.6235292,Settat,Manufacturing,3,3,1.0,100000.0,133333.33333333334,200000.0,0.6983372714018556,0.3333333333333333,1,0,61.41,Moyen
2441_-432,32.9939424,-7.6235292,Settat,Other,133,133,0.8571428571428571,100000.0,386666.6666666667,2000000.0,0.6983372714018556,0.015037593984962405,2,0,55.45,Moyen
2441_-432,32.9939424,-7.6235292,Settat,Professional Services,117,117,0.5,100000.0,,,0.6983372714018556,0.0,0,0,37.93,Faible
2441_-432,32.9939424,-7.6235292,Settat,Real Estate,10,10,0.0,100000.0,100000.0,100000.0,0.6983372714018556,0.0,0,0,11.4,Faible
2441_-432,32.9939424,-7.6235292,Settat,Tourism & Hospitality,18,18,1.0,100000.0,100000.0,100000.0,0.6983372714018556,0.0,0,0,59.15,Moyen
2441_-432,32.9939424,-7.6235292,Settat,Transport,4,4,1.0,110000.0,157500.0,400000.0,0.6983372714018556,0.0,0,0,58.8,Moyen
2441_-433,32.998532,-7.633628,Casablanca,Construction,2,2,1.0,100000.0,100000.0,100000.0,0.946394630357186,0.0,0,0,62.67,Fort
2441_-433,32.998532,-7.633628,Casablanca,Other,1,1,1.0,60000.0,60000.0,60000.0,0.946394630357186,1.0,1,0,70.53,Fort
2441_-433,32.998532,-7.633628,Casablanca,Transport,1,1,1.0,10000.0,10000.0,10000.0,0.946394630357186,0.0,0,0,62.55,Fort
2441_-434,32.995052,-7.64318,Settat,Commerce,1,1,1.0,100000.0,100000.0,100000.0,1.0,0.0,0,0,63.49,Fort
2441_-434,32.995052,-7.64318,Settat,Construction,1,1,1.0,100000.0,100000.0,100000.0,1.0,0.0,0,0,63.49,Fort
2441_-434,32.995052,-7.64318,Settat,Manufacturing,1,1,1.0,200000.0,200000.0,200000.0,1.0,0.0,0,0,63.6,Fort
2441_-434,32.995052,-7.64318,Settat,Other,1,1,1.0,90000.0,90000.0,90000.0,1.0,1.0,1,0,71.41,Fort
2442_-430,33.01126,-7.586472,El Jadida,Construction,1,1,1.0,720000.0,720000.0,720000.0,0.0,0.0,0,0,48.3,Faible
2442_-431,33.0057455,-7.590033,Settat,Information Technology,1,1,1.0,1000000.0,1000000.0,1000000.0,1.0,1.0,1,0,72.37,Fort
2442_-431,33.0057455,-7.590033,Settat,Other,1,1,1.0,200000.0,200000.0,200000.0,1.0,1.0,1,0,71.53,Fort
2442_-432,33.001374,-7.617374,Settat,Agriculture,3,3,1.0,100000.0,1733333.3333333333,5000000.0,0.8246282058258934,0.3333333333333333,1,0,63.41,Fort
2442_-432,33.001374,-7.617374,Settat,Commerce,65,65,0.8103448275862069,100000.0,207693.10344827586,3000000.0,0.8246282058258934,0.38461538461538464,22,3,56.4,Moyen
2442_-432,33.001374,-7.617374,Settat,Construction,92,92,0.8260869565217391,100000.0,199055.55555555556,4100000.0,0.8246282058258934,0.29347826086956524,24,3,57.12,Moyen
2442_-432,33.001374,-7.617374,Settat,Education,1,1,0.5,100000.0,,,0.8246282058258934,0.0,0,0,36.94,Faible
2442_-432,33.001374,-7.617374,Settat,Finance,20,20,0.5,200000.0,200000.0,200000.0,0.8246282058258934,0.05,0,1,37.93,Faible
2442_-432,33.001374,-7.617374,Settat,Healthcare,19,19,0.5,100000.0,,,0.8246282058258934,0.0,0,0,37.4,Faible
2442_-432,33.001374,-7.617374,Settat,Information Technology,65,65,0.8,100000.0,1781719.53125,100000000.0,0.8246282058258934,0.35384615384615387,19,4,55.66,Moyen
2442_-432,33.001374,-7.617374,Settat,Manufacturing,15,15,0.8,150000.0,631428.5714285715,3000000.0,0.8246282058258934,0.4666666666666667,5,2,55.32,Moyen
2442_-432,33.001374,-7.617374,Settat,Other,67,67,0.8,100000.0,745274.2857142857,12500000.0,0.8246282058258934,0.1044776119402985,6,1,53.74,Faible
2442_-432,33.001374,-7.617374,Settat,Professional Services,25,25,0.7142857142857143,100000.0,215714.2857142857,1000000.0,0.8246282058258934,0.08,0,2,48.38,Faible
2442_-432,33.001374,-7.617374,Settat,Real Estate,6,6,1.0,100000.0,133333.33333333334,200000.0,0.8246282058258934,0.3333333333333333,1,1,63.49,Fort
2442_-432,33.001374,-7.617374,Settat,Tourism & Hospitality,8,8,0.8333333333333334,95000.0,141666.66666666666,500000.0,0.8246282058258934,0.0,0,0,52.97,Faible
2442_-432,33.001374,-7.617374,Settat,Transport,10,10,0.7,100000.0,78888.88888888889,200000.0,0.8246282058258934,0.1,1,0,47.47,Faible
2442_-433,33.00545,-7.631115,Settat,Commerce,4,4,1.0,100000.0,156666.66666666666,320000.0,0.7820695495403381,0.5,2,0,64.08,Fort
2442_-433,33.00545,-7.631115,Settat,Construction,17,17,1.0,100000.0,161875.0,1000000.0,0.7820695495403381,0.4117647058823529,6,1,63.72,Fort
2442_-433,33.00545,-7.631115,Settat,Finance,2,2,0.5,100000.0,,,0.7820695495403381,0.0,0,0,36.29,Faible
2442_-433,33.00545,-7.631115,Settat,Healthcare,3,3,0.5,100000.0,,,0.7820695495403381,0.0,0,0,36.32,Faible
2442_-433,33.00545,-7.631115,Settat,Information Technology,6,6,1.0,100000.0,115000.0,200000.0,0.7820695495403381,0.6666666666666666,4,0,65.45,Fort
2442_-433,33.00545,-7.631115,Settat,Real Estate,1,1,1.0,100000.0,100000.0,100000.0,0.7820695495403381,0.0,0,0,60.04,Moyen
2443_-416,33.0217364827,-7.33269941416,Casablanca,Commerce,1,1,1.0,100000.0,100000.0,100000.0,0.0,0.0,0,0,47.64,Faible
2443_-432,33.0238517,-7.6225454,Settat,Finance,2,2,0.5,100000.0,,,0.9182958340544894,0.0,0,0,38.45,Faible
2443_-432,33.0238517,-7.6225454,Settat,Healthcare,1,1,0.5,100000.0,,,0.9182958340544894,0.0,0,0,38.42,Faible
2445_-406,33.043319,-7.16065,Casablanca,Transport,1,1,1.0,50000.0,50000.0,50000.0,0.0,0.0,0,0,47.59,Faible
2445_-493,33.049433,-8.68524,Casablanca,Real Estate,1,1,1.0,10000.0,10000.0,10000.0,0.0,0.0,0,0,47.55,Faible
2446_-408,33.058104,-7.182606,Casablanca,Real Estate,1,1,1.0,100000.0,,,0.0,0.0,0,0,47.64,Faible
2446_-411,33.065703,-7.245146,Casablanca,Construction,1,1,1.0,10000.0,10000.0,10000.0,1.0,0.0,0,0,63.4,Fort
2446_-411,33.065703,-7.245146,Casablanca,Other,1,1,1.0,10000.0,10000.0,10000.0,1.0,0.0,0,0,63.4,Fort
2446_-411,33.065703,-7.245146,Casablanca,Real Estate,1,1,1.0,120000.0,120000.0,120000.0,1.0,0.0,0,0,63.52,Fort
2446_-411,33.065703,-7.245146,Casablanca,Transport,1,1,0.0,100000.0,100000.0,100000.0,1.0,0.0,0,0,15.94,Faible
2449_-470,33.104518,-8.291579,Casablanca,Construction,1,1,1.0,100000.0,100000.0,100000.0,0.0,0.0,0,0,47.64,Faible
2449_-482,33.1048856261,-8.48998238798,Casablanca,Transport,1,1,1.0,600000.0,600000.0,600000.0,0.0,0.0,0,0,48.17,Faible
2451_-433,33.12297,-7.625988,Casablanca,Construction,2,2,1.0,210000.0,210000.0,320000.0,0.9182958340544894,0.0,0,0,62.34,Moyen
2451_-433,33.12297,-7.625988,Casablanca,Manufacturing,1,1,1.0,300000.0,300000.0,300000.0,0.9182958340544894,1.0,0,1,70.34,Fort
2452_-474,33.1427233819,-8.34807027401,Casablanca,Construction,1,1,1.0,10000.0,10000.0,10000.0,0.0,0.0,0,0,47.55,Faible
2453_-420,33.1609123502,-7.40742180225,Settat,Other,1,1,1.0,140000.0,140000.0,140000.0,0.0,0.0,0,0,47.69,Faible
2453_-487,33.1486722801,-8.58727394452,Casablanca,Commerce,1,1,1.0,150000.0,150000.0,150000.0,1.0,0.0,0,0,63.55,Fort
2453_-487,33.1486722801,-8.58727394452,Casablanca,Other,1,1,1.0,100000.0,100000.0,100000.0,1.0,0.0,0,0,63.49,Fort
2454_-412,33.175238,-7.262814,Settat,Real Estate,1,1,1.0,100000.0,100000.0,100000.0,1.0,1.0,1,0,71.42,Fort
2454_-412,33.175238,-7.262814,Settat,Transport,1,1,1.0,10000.0,10000.0,10000.0,1.0,0.0,0,0,63.4,Fort
2454_-487,33.1697913469,-8.59210751936,Casablanca,Construction,1,1,1.0,10000.0,10000.0,10000.0,0.0,0.0,0,0,47.55,Faible
2455_-487,33.188099252,-8.58906049085,Casablanca,Construction,1,1,1.0,10000.0,10000.0,10000.0,0.0,0.0,0,0,47.55,Faible
2456_-435,33.199568,-7.668639,Casablanca,Commerce,1,1,1.0,100000.0,100000.0,100000.0,0.0,0.0,0,0,47.64,Faible
2456_-487,33.193651,-8.588159,Casablanca,Construction,1,1,1.0,10000.0,10000.0,10000.0,0.9609640474436812,0.0,0,0,62.78,Fort
2456_-487,33.193651,-8.588159,Casablanca,Finance,1,1,0.5,100000.0,,,0.9609640474436812,0.0,0,0,39.1,Faible
2456_-487,33.193651,-8.588159,Casablanca,Healthcare,1,1,0.5,100000.0,,,0.9609640474436812,0.0,0,0,39.1,Faible
2456_-487,33.193651,-8.588159,Casablanca,Transport,2,2,1.0,255000.0,255000.0,500000.0,0.9609640474436812,0.0,0,0,63.07,Fort
2457_-438,33.2121811,-7.7165064,Settat,Finance,1,1,0.5,100000.0,,,0.0,0.0,0,0,23.87,Faible
2457_-480,33.2094218,-8.4671951,Casablanca,Healthcare,2,2,0.5,100000.0,,,0.9182958340544894,0.0,0,0,38.45,Faible
2457_-480,33.2094218,-8.4671951,Casablanca,Other,1,1,0.5,100000.0,,,0.9182958340544894,0.0,0,0,38.42,Faible
2457_-487,33.207450800000004,-8.5814225,Casablanca,Finance,1,1,0.5,100000.0,,,1.0,0.0,0,0,39.72,Faible
2457_-487,33.207450800000004,-8.5814225,Casablanca,Healthcare,1,1,0.5,100000.0,,,1.0,0.0,0,0,39.72,Faible
2458_-481,33.2295445,-8.487548050000001,Casablanca,Construction,1,1,1.0,200000.0,200000.0,200000.0,0.946394630357186,0.0,0,0,62.75,Fort
2458_-481,33.2295445,-8.487548050000001,Casablanca,Healthcare,2,2,0.5,100000.0,,,0.946394630357186,0.0,0,0,38.9,Faible
2458_-481,33.2295445,-8.487548050000001,Casablanca,Other,1,1,0.5,100000.0,,,0.946394630357186,0.0,0,0,38.87,Faible
2458_-482,33.2293229,-8.4993567,El Jadida,Commerce,54,54,0.5,100000.0,,,0.7255609756707548,0.0,0,0,36.74,Faible
2458_-482,33.2293229,-8.4993567,El Jadida,Construction,3,3,1.0,100000.0,70000.0,100000.0,0.7255609756707548,0.0,0,0,59.2,Moyen
2458_-482,33.2293229,-8.4993567,El Jadida,Education,31,31,0.5,100000.0,,,0.7255609756707548,0.0,0,0,36.14,Faible
2458_-482,33.2293229,-8.4993567,El Jadida,Finance,189,189,0.5,100000.0,,,0.7255609756707548,0.0,0,0,40.22,Faible
2458_-482,33.2293229,-8.4993567,El Jadida,Healthcare,398,398,0.5,100000.0,,,0.7255609756707548,0.0,0,0,45.61,Faible
2458_-482,33.2293229,-8.4993567,El Jadida,Other,121,121,0.5,100000.0,,,0.7255609756707548,0.0,0,0,38.47,Faible
2458_-482,33.2293229,-8.4993567,El Jadida,Professional Services,57,57,0.5,100000.0,,,0.7255609756707548,0.0,0,0,36.81,Faible
2458_-482,33.2293229,-8.4993567,El Jadida,Real Estate,8,8,0.5,100000.0,,,0.7255609756707548,0.0,0,0,35.55,Faible
2458_-482,33.2293229,-8.4993567,El Jadida,Tourism & Hospitality,28,28,0.5,100000.0,,,0.7255609756707548,0.0,0,0,36.07,Faible
2458_-483,33.2275354,-8.5204972,El Jadida,Finance,1,1,0.5,100000.0,,,0.946394630357186,0.0,0,0,38.87,Faible
2458_-483,33.2275354,-8.5204972,El Jadida,Healthcare,1,1,0.5,100000.0,,,0.946394630357186,0.0,0,0,38.87,Faible
2458_-483,33.2275354,-8.5204972,El Jadida,Other,2,2,0.5,100000.0,,,0.946394630357186,0.0,0,0,38.9,Faible
2459_-481,33.2380261,-8.4860139,El Jadida,Finance,2,2,0.5,100000.0,,,0.9602297178607612,0.0,0,0,39.12,Faible
2459_-481,33.2380261,-8.4860139,El Jadida,Information Technology,1,1,0.0,100000.0,100000.0,100000.0,0.9602297178607612,0.0,0,0,15.31,Faible
2459_-481,33.2380261,-8.4860139,El Jadida,Tourism & Hospitality,2,2,0.5,100000.0,,,0.9602297178607612,0.0,0,0,39.12,Faible
