cell_id,cell_lat,cell_lon,city,sector_main,entity_count_real,entity_count_total,active_rate,capital_median,capital_mean,capital_max,sector_diversity,formal_ratio,sarl_count,sa_count,attractivity_score,attractivity_class
2475_-432,33.454862,-7.610534,Casablanca,Manufacturing,1,1,1.0,100000.0,100000.0,100000.0,0.9591479170272448,0.0,0,0,62.85,Fort
2475_-432,33.454862,-7.610534,Casablanca,Transport,2,2,1.0,150000.0,150000.0,200000.0,0.9591479170272448,0.5,1,0,66.89,Fort
2475_-434,33.449332,-7.648521,Casablanca,Agriculture,1,1,1.0,100000.0,100000.0,100000.0,0.9265915755790163,1.0,1,0,70.26,Fort
2475_-434,33.449332,-7.648521,Casablanca,Commerce,4,4,1.0,100000.0,87500.0,100000.0,0.9265915755790163,0.25,1,0,64.39,Fort
2475_-434,33.449332,-7.648521,Casablanca,Construction,7,7,1.0,200000.0,277142.85714285716,1000000.0,0.9265915755790163,0.2857142857142857,2,0,64.86,Fort
2475_-434,33.449332,-7.648521,Casablanca,Information Technology,10,10,1.0,300000.0,1323333.3333333333,7200000.0,0.9265915755790163,0.2,1,1,64.36,Fort
2475_-434,33.449332,-7.648521,Casablanca,Manufacturing,4,4,1.0,100000.0,296250.0,975000.0,0.9265915755790163,0.25,1,0,64.39,Fort
2475_-434,33.449332,-7.648521,Casablanca,Other,4,4,1.0,4000000.0,5775000.0,15000000.0,0.9265915755790163,0.25,1,0,68.51,Fort
2475_-434,33.449332,-7.648521,Casablanca,Transport,5,5,1.0,20000.0,43333.333333333336,100000.0,0.9265915755790163,0.0,0,0,62.35,Moyen
2475_-435,33.452927,-7.660775,Casablanca,Commerce,1,1,1.0,10000.0,10000.0,10000.0,0.9999999999999998,0.0,0,0,63.4,Fort
2475_-435,33.452927,-7.660775,Casablanca,Construction,1,1,1.0,100000.0,100000.0,100000.0,0.9999999999999998,0.0,0,0,63.49,Fort
2475_-435,33.452927,-7.660775,Casablanca,Other,1,1,1.0,10000.0,10000.0,10000.0,0.9999999999999998,0.0,0,0,63.4,Fort
2475_-443,33.4542158001,-7.8031791029,Settat,Construction,1,1,1.0,100000.0,100000.0,100000.0,1.0,0.0,0,0,63.49,Fort
2475_-443,33.4542158001,-7.8031791029,Settat,Information Technology,1,1,1.0,100000.0,100000.0,100000.0,1.0,0.0,0,0,63.49,Fort
2476_-418,33.472614,-7.363061,Casablanca,Transport,1,1,1.0,4000000.0,4000000.0,4000000.0,0.0,0.0,0,0,51.77,Faible
2476_-426,33.462069,-7.515852,Casablanca,Commerce,1,1,1.0,100000.0,100000.0,100000.0,1.0,0.0,0,0,63.49,Fort
2476_-426,33.462069,-7.515852,Casablanca,Other,1,1,1.0,10000.0,10000.0,10000.0,1.0,0.0,0,0,63.4,Fort
2476_-427,33.467572,-7.5258162,Settat,Healthcare,1,1,0.5,100000.0,,,0.0,0.0,0,0,23.87,Faible
2476_-434,33.460746,-7.652269,Casablanca,Commerce,1,1,1.0,100000.0,100000.0,100000.0,1.0,0.0,0,0,63.49,Fort
2476_-434,33.460746,-7.652269,Casablanca,Information Technology,1,1,1.0,100000.0,100000.0,100000.0,1.0,0.0,0,0,63.49,Fort
2476_-454,33.4605782296,-7.99928172069,Casablanca,Construction,3,3,1.0,10000.0,73333.33333333333,200000.0,0.8112781244591328,0.0,0,0,60.46,Moyen
2476_-454,33.4605782296,-7.99928172069,Casablanca,Other,1,1,1.0,10000.0,10000.0,10000.0,0.8112781244591328,0.0,0,0,60.41,Moyen
2477_-426,33.4861604621,-7.50058359101,Casablanca,Commerce,1,1,1.0,10000.0,10000.0,10000.0,0.9999999999999998,0.0,0,0,63.4,Fort
2477_-426,33.4861604621,-7.50058359101,Casablanca,Construction,1,1,0.0,100000.0,100000.0,100000.0,0.9999999999999998,0.0,0,0,15.94,Faible
2477_-426,33.4861604621,-7.50058359101,Casablanca,Information Technology,1,1,1.0,150000.0,150000.0,150000.0,0.9999999999999998,0.0,0,0,63.55,Fort
2477_-434,33.4791267405,-7.64512874274,Casablanca,Commerce,1,1,1.0,300000.0,300000.0,300000.0,0.9609640474436812,0.0,0,0,63.09,Fort
2477_-434,33.4791267405,-7.64512874274,Casablanca,Construction,2,2,1.0,100000.0,100000.0,100000.0,0.9609640474436812,0.0,0,0,62.9,Fort
2477_-434,33.4791267405,-7.64512874274,Casablanca,Manufacturing,1,1,1.0,400000.0,400000.0,400000.0,0.9609640474436812,1.0,1,0,71.12,Fort
2477_-434,33.4791267405,-7.64512874274,Casablanca,Other,1,1,1.0,50000.0,50000.0,50000.0,0.9609640474436812,0.0,0,0,62.82,Fort
2477_-450,33.4781225357,-7.94051611574,Berrechid,Construction,2,2,0.5,65000.0,65000.0,100000.0,0.0,0.5,1,0,27.82,Faible
2477_-451,33.47409,-7.951374,Settat,Transport,1,1,1.0,300000.0,300000.0,300000.0,0.0,0.0,0,0,47.86,Faible
2478_-407,33.4992008,-7.179026000000022,Casablanca,Commerce,4,4,0.25,100100.0,125050.0,200000.0,0.804215188963493,0.5,2,0,28.77,Faible
2478_-407,33.4992008,-7.179026000000022,Casablanca,Construction,9,9,0.3333333333333333,100000.0,227500.0,1000000.0,0.804215188963493,0.3333333333333333,3,0,31.54,Faible
2478_-407,33.4992008,-7.179026000000022,Casablanca,Information Technology,1,1,0.0,300000.0,300000.0,300000.0,0.804215188963493,1.0,0,1,20.98,Faible
2478_-407,33.4992008,-7.179026000000022,Casablanca,Manufacturing,1,1,0.0,100000.0,100000.0,100000.0,0.804215188963493,0.0,0,0,12.84,Faible
2478_-407,33.4992008,-7.179026000000022,Casablanca,Real Estate,1,1,1.0,100000.0,100000.0,100000.0,0.804215188963493,0.0,0,0,60.39,Moyen
2478_-407,33.4992008,-7.179026000000022,Casablanca,Tourism & Hospitality,1,1,0.0,100000.0,100000.0,100000.0,0.804215188963493,0.0,0,0,12.84,Faible
2478_-407,33.4992008,-7.179026000000022,Casablanca,Transport,3,3,0.3333333333333333,305000.0,305000.0,600000.0,0.804215188963493,0.0,0,0,28.96,Faible
2478_-427,33.495079,-7.526465,Casablanca,Commerce,1,1,1.0,3000000.0,3000000.0,3000000.0,1.0,0.0,0,0,66.56,Fort
2478_-427,33.495079,-7.526465,Casablanca,Information Technology,1,1,1.0,100000.0,100000.0,100000.0,1.0,1.0,1,0,71.42,Fort
2478_-434,33.4938728161,-7.65538121935,Casablanca,Construction,1,1,1.0,100000.0,,,0.946394630357186,0.0,0,0,62.64,Fort
2478_-434,33.4938728161,-7.65538121935,Casablanca,Information Technology,1,1,1.0,130000.0,130000.0,130000.0,0.946394630357186,1.0,1,0,70.6,Fort
2478_-434,33.4938728161,-7.65538121935,Casablanca,Other,2,2,1.0,550000.0,550000.0,900000.0,0.946394630357186,0.5,1,0,67.11,Fort
2478_-435,33.497193,-7.660711,Casablanca,Commerce,4,4,0.5,125000.0,1065000.0,4000000.0,0.9276942711037669,0.25,1,0,40.66,Faible
2478_-435,33.497193,-7.660711,Casablanca,Construction,3,3,1.0,100000.0,80000.0,100000.0,0.9276942711037669,0.6666666666666666,2,0,67.68,Fort
2478_-435,33.497193,-7.660711,Casablanca,Information Technology,4,4,1.0,65000.0,58333.333333333336,100000.0,0.9276942711037669,0.25,1,0,64.37,Fort
2478_-435,33.497193,-7.660711,Casablanca,Other,1,1,1.0,100000.0,100000.0,100000.0,0.9276942711037669,0.0,0,0,62.35,Moyen
2478_-436,33.4904859824,-7.69066235216,Casablanca,Transport,1,1,1.0,100000.0,100000.0,100000.0,0.0,0.0,0,0,47.64,Faible
2478_-444,33.4870939123,-7.8328517411,Casablanca,Commerce,1,1,1.0,10000.0,10000.0,10000.0,0.0,0.0,0,0,47.55,Faible
2478_-447,33.4968785463,-7.88244051128,Casablanca,Real Estate,1,1,1.0,10000.0,10000.0,10000.0,0.0,0.0,0,0,47.55,Faible
2479_-428,33.503256,-7.542933,Casablanca,Manufacturing,1,1,1.0,100000.0,100000.0,100000.0,0.0,1.0,1,0,55.57,Moyen
2479_-429,33.508787,-7.566896,Casablanca,Commerce,2,2,1.0,3300000.0,3300000.0,6500000.0,0.9751060324573735,0.0,0,0,66.51,Fort
2479_-429,33.508787,-7.566896,Casablanca,Information Technology,2,2,1.0,100000.0,100000.0,100000.0,0.9751060324573735,0.0,0,0,63.13,Fort
2479_-429,33.508787,-7.566896,Casablanca,Manufacturing,1,1,1.0,100000.0,100000.0,100000.0,0.9751060324573735,0.0,0,0,63.1,Fort
2479_-429,33.508787,-7.566896,Casablanca,Other,2,2,1.0,10000.0,10000.0,10000.0,0.9751060324573735,0.0,0,0,63.03,Fort
2479_-431,33.5,-7.6,Casablanca,Information Technology,1,1,1.0,100000.0,,,0.0,0.0,0,0,47.64,Faible
2479_-433,33.5001269,-7.6283606,Casablanca,Commerce,1,1,0.5,100000.0,,,0.8699155297736259,0.0,0,0,37.66,Faible
2479_-433,33.5001269,-7.6283606,Casablanca,Healthcare,2,2,0.5,100000.0,,,0.8699155297736259,0.0,0,0,37.68,Faible
2479_-433,33.5001269,-7.6283606,Casablanca,Other,4,4,0.5,100000.0,,,0.8699155297736259,0.0,0,0,37.74,Faible
2479_-434,33.508966,-7.657671,Casablanca,Commerce,3,3,1.0,20000.0,210000.0,600000.0,0.0,0.0,0,0,47.61,Faible
2479_-435,33.511698,-7.660992,Casablanca,Commerce,1,1,1.0,50000.0,50000.0,50000.0,1.0,0.0,0,0,63.44,Fort
2479_-435,33.511698,-7.660992,Casablanca,Manufacturing,1,1,1.0,2700000.0,2700000.0,2700000.0,1.0,0.0,0,0,66.24,Fort
2479_-440,33.5045014837,-7.75855878488,Casablanca,Construction,1,1,1.0,100000.0,100000.0,100000.0,0.0,0.0,0,0,47.64,Faible
2479_-443,33.503089008,-7.80036679786,Casablanca,Construction,3,3,1.0,100000.0,100000.0,100000.0,0.9709505944546688,0.0,0,0,63.09,Fort
2479_-443,33.503089008,-7.80036679786,Casablanca,Manufacturing,2,2,1.0,55000.0,55000.0,100000.0,0.9709505944546688,0.0,0,0,63.01,Fort
2479_-446,33.510677007,-7.85403425005,Casablanca,Commerce,1,1,1.0,600000.0,600000.0,600000.0,1.0,0.0,0,0,64.02,Fort
2479_-446,33.510677007,-7.85403425005,Casablanca,Information Technology,1,1,1.0,100000.0,100000.0,100000.0,1.0,0.0,0,0,63.49,Fort
2480_-430,33.5195733982,-7.58465981183,Casablanca,Construction,1,1,1.0,500000.0,500000.0,500000.0,0.0,0.0,0,0,48.07,Faible
2480_-431,33.5153633472,-7.59421472229,Casablanca,Commerce,2,2,1.0,100000.0,100000.0,100000.0,0.9182958340544894,0.0,0,0,62.23,Moyen
2480_-431,33.5153633472,-7.59421472229,Casablanca,Real Estate,1,1,1.0,10000.0,10000.0,10000.0,0.9182958340544894,0.0,0,0,62.1,Moyen
2480_-432,33.524046,-7.616726,Casablanca,Commerce,3,3,1.0,100000.0,100666.66666666667,200000.0,0.8962406251802891,1.0,3,0,69.83,Fort
2480_-432,33.524046,-7.616726,Casablanca,Construction,1,1,1.0,10000.0,10000.0,10000.0,0.8962406251802891,0.0,0,0,61.75,Moyen
2480_-432,33.524046,-7.616726,Casablanca,Manufacturing,1,1,1.0,1000000.0,1000000.0,1000000.0,0.8962406251802891,0.0,0,0,62.8,Fort
2480_-432,33.524046,-7.616726,Casablanca,Real Estate,1,1,1.0,150000.0,150000.0,150000.0,0.8962406251802891,1.0,1,0,69.83,Fort
2480_-433,33.5175672,-7.6325355,Casablanca,Commerce,7,7,0.6666666666666666,56000.0,56000.0,100000.0,0.7391460495109319,0.14285714285714285,1,0,44.75,Faible
2480_-433,33.5175672,-7.6325355,Casablanca,Construction,3,3,1.0,100000.0,6733333.333333333,20000000.0,0.7391460495109319,0.6666666666666666,1,1,64.69,Fort
2480_-433,33.5175672,-7.6325355,Casablanca,Finance,6,6,0.5,100000.0,,,0.7391460495109319,0.0,0,0,35.71,Faible
2480_-433,33.5175672,-7.6325355,Casablanca,Healthcare,37,37,0.5,100000.0,,,0.7391460495109319,0.0,0,0,36.51,Faible
2480_-433,33.5175672,-7.6325355,Casablanca,Information Technology,1,1,1.0,120000.0,120000.0,120000.0,0.7391460495109319,0.0,0,0,59.38,Moyen
2480_-433,33.5175672,-7.6325355,Casablanca,Other,13,13,1.0,506000.0,506000.0,1000000.0,0.7391460495109319,0.0,0,0,60.1,Moyen
2480_-433,33.5175672,-7.6325355,Casablanca,Professional Services,4,4,1.0,201000.0,201000.0,201000.0,0.7391460495109319,0.0,0,0,59.54,Moyen
2480_-433,33.5175672,-7.6325355,Casablanca,Real Estate,1,1,1.0,10000.0,10000.0,10000.0,0.7391460495109319,0.0,0,0,59.26,Moyen
2480_-433,33.5175672,-7.6325355,Casablanca,Tourism & Hospitality,4,4,1.0,10000.0,10000.0,10000.0,0.7391460495109319,0.0,0,0,59.34,Moyen
2480_-434,33.52482,-7.65048,Casablanca,Commerce,63,63,0.873015873015873,100000.0,1270147.5409836066,52800000.0,0.8170923583747364,0.15873015873015872,10,0,57.41,Moyen
2480_-434,33.52482,-7.65048,Casablanca,Construction,62,62,0.9032258064516129,100000.0,159254.2372881356,1500000.0,0.8170923583747364,0.16129032258064516,9,1,58.85,Moyen
2480_-434,33.52482,-7.65048,Casablanca,Finance,4,4,0.5,100000.0,,,0.8170923583747364,0.0,0,0,36.9,Faible
2480_-434,33.52482,-7.65048,Casablanca,Healthcare,9,9,0.5,100000.0,,,0.8170923583747364,0.0,0,0,37.03,Faible
2480_-434,33.52482,-7.65048,Casablanca,Information Technology,34,34,0.9411764705882353,100000.0,741612.9032258064,15000000.0,0.8170923583747364,0.20588235294117646,4,3,60.28,Moyen
2480_-434,33.52482,-7.65048,Casablanca,Manufacturing,15,15,1.0,100000.0,304000.0,2000000.0,0.8170923583747364,0.2,3,0,62.54,Fort
2480_-434,33.52482,-7.65048,Casablanca,Other,20,20,0.85,100000.0,172000.0,1000000.0,0.8170923583747364,0.1,2,0,54.75,Faible
2480_-434,33.52482,-7.65048,Casablanca,Professional Services,5,5,1.0,600000.0,1200000.0,3500000.0,0.8170923583747364,0.4,2,0,64.4,Fort
2480_-434,33.52482,-7.65048,Casablanca,Real Estate,13,13,0.7692307692307693,100000.0,121666.66666666667,500000.0,0.8170923583747364,0.0,0,0,49.93,Faible
2480_-434,33.52482,-7.65048,Casablanca,Tourism & Hospitality,1,1,1.0,100000.0,100000.0,100000.0,0.8170923583747364,0.0,0,0,60.6,Moyen
2480_-434,33.52482,-7.65048,Casablanca,Transport,10,10,1.0,100000.0,106250.0,300000.0,0.8170923583747364,0.1,1,0,61.62,Moyen
2480_-435,33.5191342622,-7.65980632131,Casablanca,Commerce,6,6,1.0,100000.0,208333.33333333334,730000.0,0.8932941324021466,0.3333333333333333,2,0,64.57,Fort
2480_-435,33.5191342622,-7.65980632131,Casablanca,Construction,3,3,1.0,200000.0,200000.0,300000.0,0.8932941324021466,0.0,0,0,61.96,Moyen
2480_-435,33.5191342622,-7.65980632131,Casablanca,Information Technology,2,2,1.0,55000.0,55000.0,100000.0,0.8932941324021466,0.0,0,0,61.78,Moyen
2480_-435,33.5191342622,-7.65980632131,Casablanca,Real Estate,2,2,1.0,55000.0,55000.0,100000.0,0.8932941324021466,0.0,0,0,61.78,Moyen
2480_-435,33.5191342622,-7.65980632131,Casablanca,Transport,1,1,0.0,100000.0,100000.0,100000.0,0.8932941324021466,0.0,0,0,14.25,Faible
2480_-439,33.5199915586,-7.73802777652,Casablanca,Construction,2,2,1.0,550000.0,550000.0,1000000.0,0.946394630357186,0.0,0,0,63.15,Fort
2480_-439,33.5199915586,-7.73802777652,Casablanca,Manufacturing,1,1,1.0,200000.0,200000.0,200000.0,0.946394630357186,0.0,0,0,62.75,Fort
2480_-439,33.5199915586,-7.73802777652,Casablanca,Tourism & Hospitality,1,1,1.0,100000.0,100000.0,100000.0,0.946394630357186,0.0,0,0,62.64,Fort
2480_-444,33.515224,-7.817848,Casablanca,Commerce,19,19,0.8947368421052632,100000.0,221063.15789473685,1400000.0,0.8067851462340216,0.2631578947368421,5,0,57.98,Moyen
2480_-444,33.515224,-7.817848,Casablanca,Construction,21,21,0.8571428571428571,100000.0,311428.5714285714,5000000.0,0.8067851462340216,0.19047619047619047,3,1,55.66,Moyen
2480_-444,33.515224,-7.817848,Casablanca,Information Technology,7,7,1.0,100000.0,115714.28571428571,300000.0,0.8067851462340216,0.0,0,0,60.59,Moyen
2480_-444,33.515224,-7.817848,Casablanca,Manufacturing,5,5,1.0,100000.0,320400.0,1200000.0,0.8067851462340216,0.2,1,0,62.12,Moyen
2480_-444,33.515224,-7.817848,Casablanca,Other,11,11,0.9090909090909091,100000.0,89109.09090909091,200000.0,0.8067851462340216,0.36363636363636365,4,0,59.25,Moyen
2480_-444,33.515224,-7.817848,Casablanca,Real Estate,1,1,1.0,100000.0,100000.0,100000.0,0.8067851462340216,0.0,0,0,60.43,Moyen
2480_-444,33.515224,-7.817848,Casablanca,Tourism & Hospitality,2,2,1.0,375000.0,375000.0,650000.0,0.8067851462340216,0.5,1,0,64.71,Fort
2480_-444,33.515224,-7.817848,Casablanca,Transport,1,1,1.0,10000.0,10000.0,10000.0,0.8067851462340216,0.0,0,0,60.34,Moyen
2481_-421,33.538578,-7.417297,Casablanca,Commerce,1,1,1.0,100000.0,100000.0,100000.0,0.9283832117695865,0.0,0,0,62.36,Moyen
2481_-421,33.538578,-7.417297,Casablanca,Construction,3,3,1.0,500000.0,506666.6666666667,1000000.0,0.9283832117695865,0.0,0,0,62.83,Fort
2481_-421,33.538578,-7.417297,Casablanca,Information Technology,1,1,1.0,10000.0,10000.0,10000.0,0.9283832117695865,0.0,0,0,62.26,Moyen
2481_-421,33.538578,-7.417297,Casablanca,Manufacturing,1,1,1.0,100000.0,100000.0,100000.0,0.9283832117695865,0.0,0,0,62.36,Moyen
2481_-421,33.538578,-7.417297,Casablanca,Transport,2,2,1.0,1525000.0,1525000.0,3000000.0,0.9283832117695865,0.0,0,0,63.89,Fort
2481_-422,33.5322851523,-7.44268678421,Casablanca,Information Technology,1,1,1.0,200000.0,200000.0,200000.0,0.0,1.0,1,0,55.68,Moyen
2481_-428,33.5387569043,-7.55280565775,Casablanca,Commerce,9,9,0.8888888888888888,100000.0,120000.0,500000.0,0.7203538085811011,0.2222222222222222,2,0,55.75,Moyen
2481_-428,33.5387569043,-7.55280565775,Casablanca,Construction,14,14,1.0,100000.0,255714.2857142857,2000000.0,0.7203538085811011,0.35714285714285715,3,2,62.23,Moyen
2481_-428,33.5387569043,-7.55280565775,Casablanca,Healthcare,1,1,0.5,100000.0,,,0.7203538085811011,0.0,0,0,35.29,Faible
2481_-428,33.5387569043,-7.55280565775,Casablanca,Information Technology,1,1,1.0,500000.0,500000.0,500000.0,0.7203538085811011,0.0,0,0,59.48,Moyen
2481_-428,33.5387569043,-7.55280565775,Casablanca,Manufacturing,1,1,1.0,100000.0,100000.0,100000.0,0.7203538085811011,0.0,0,0,59.06,Moyen
2481_-428,33.5387569043,-7.55280565775,Casablanca,Other,1,1,1.0,100000.0,100000.0,100000.0,0.7203538085811011,0.0,0,0,59.06,Moyen
2481_-428,33.5387569043,-7.55280565775,Casablanca,Professional Services,1,1,0.0,750000.0,750000.0,750000.0,0.7203538085811011,1.0,1,0,20.12,Faible
2481_-428,33.5387569043,-7.55280565775,Casablanca,Transport,3,3,1.0,57500.0,57500.0,100000.0,0.7203538085811011,0.0,0,0,59.07,Moyen
2481_-429,33.538073751,-7.56767875201,Casablanca,Commerce,8,8,0.875,55000.0,55000.0,100000.0,0.9028370312787066,0.125,1,0,57.13,Moyen
2481_-429,33.538073751,-7.56767875201,Casablanca,Construction,5,5,1.0,100000.0,110000.0,250000.0,0.9028370312787066,0.6,3,0,66.81,Fort
2481_-429,33.538073751,-7.56767875201,Casablanca,Information Technology,3,3,1.0,100000.0,146666.66666666666,300000.0,0.9028370312787066,0.6666666666666666,2,0,67.29,Fort
2481_-429,33.538073751,-7.56767875201,Casablanca,Manufacturing,4,4,1.0,850000.0,927500.0,2000000.0,0.9028370312787066,0.25,1,0,64.81,Fort
2481_-429,33.538073751,-7.56767875201,Casablanca,Other,2,2,1.0,75000.0,75000.0,100000.0,0.9028370312787066,1.0,2,0,69.88,Fort
2481_-429,33.538073751,-7.56767875201,Casablanca,Real Estate,1,1,1.0,10000.0,10000.0,10000.0,0.9028370312787066,0.0,0,0,61.86,Moyen
2481_-430,33.533333,-7.583333,Casablanca,Agriculture,1,1,1.0,120000.0,120000.0,120000.0,0.7869565675483935,1.0,0,1,68.06,Fort
2481_-430,33.533333,-7.583333,Casablanca,Commerce,210,210,0.9711538461538461,100000.0,489799.50980392157,30000000.0,0.7869565675483935,0.4380952380952381,62,30,67.61,Fort
2481_-430,33.533333,-7.583333,Casablanca,Construction,134,134,0.9701492537313433,100000.0,301297.7099236641,10000000.0,0.7869565675483935,0.41044776119402987,47,8,65.38,Fort
2481_-430,33.533333,-7.583333,Casablanca,Finance,13,13,1.0,100000.0,243333.33333333334,600000.0,0.7869565675483935,0.0,0,0,60.43,Moyen
2481_-430,33.533333,-7.583333,Casablanca,Healthcare,13,13,0.5,100000.0,,,0.7869565675483935,0.0,0,0,36.65,Faible
2481_-430,33.533333,-7.583333,Casablanca,Information Technology,117,117,0.9914529914529915,100000.0,699399.5689655172,40000000.0,0.7869565675483935,0.4188034188034188,34,15,66.02,Fort
2481_-430,33.533333,-7.583333,Casablanca,Manufacturing,66,66,0.9545454545454546,100000.0,216569.23076923078,1100000.0,0.7869565675483935,0.36363636363636365,24,0,62.52,Fort
2481_-430,33.533333,-7.583333,Casablanca,Other,65,65,1.0,100000.0,730141.2698412698,20000000.0,0.7869565675483935,0.5230769230769231,28,6,65.91,Fort
2481_-430,33.533333,-7.583333,Casablanca,Professional Services,11,11,1.0,100000.0,78181.81818181818,200000.0,0.7869565675483935,0.09090909090909091,1,0,61.1,Moyen
2481_-430,33.533333,-7.583333,Casablanca,Real Estate,29,29,0.9655172413793104,100000.0,839310.3448275862,14000000.0,0.7869565675483935,0.27586206896551724,6,2,61.39,Moyen
2481_-430,33.533333,-7.583333,Casablanca,Tourism & Hospitality,6,6,1.0,100000.0,82000.0,100000.0,0.7869565675483935,0.16666666666666666,1,0,61.57,Moyen
2481_-430,33.533333,-7.583333,Casablanca,Transport,29,29,1.0,100000.0,298724.1379310345,2000000.0,0.7869565675483935,0.3793103448275862,9,2,63.85,Fort
2481_-431,33.5357220535,-7.59348398049,Casablanca,Agriculture,2,2,1.0,750000.0,750000.0,1400000.0,0.7642226074376921,0.0,0,0,60.47,Moyen
2481_-431,33.5357220535,-7.59348398049,Casablanca,Commerce,95,95,0.9473684210526315,100000.0,329368.81720430107,11400000.0,0.7642226074376921,0.37894736842105264,33,3,62.68,Fort
2481_-431,33.5357220535,-7.59348398049,Casablanca,Construction,50,50,1.0,100000.0,161500.0,1000000.0,0.7642226074376921,0.4,18,2,64.19,Fort
2481_-431,33.5357220535,-7.59348398049,Casablanca,Finance,8,8,0.5,100000.0,,,0.7642226074376921,0.0,0,0,36.16,Faible
2481_-431,33.5357220535,-7.59348398049,Casablanca,Healthcare,15,15,0.5,100000.0,,,0.7642226074376921,0.0,0,0,36.34,Faible
2481_-431,33.5357220535,-7.59348398049,Casablanca,Information Technology,31,31,1.0,100000.0,306333.3333333333,2200000.0,0.7642226074376921,0.3548387096774194,11,0,63.34,Fort
2481_-431,33.5357220535,-7.59348398049,Casablanca,Manufacturing,42,42,0.9761904761904762,100000.0,172500.0,600000.0,0.7642226074376921,0.5,20,1,63.65,Fort
2481_-431,33.5357220535,-7.59348398049,Casablanca,Other,20,20,1.0,100000.0,378125.0,3000000.0,0.7642226074376921,0.15,3,0,61.44,Moyen
2481_-431,33.5357220535,-7.59348398049,Casablanca,Professional Services,4,4,1.0,100000.0,77500.0,100000.0,0.7642226074376921,0.5,2,0,63.8,Fort
2481_-431,33.5357220535,-7.59348398049,Casablanca,Real Estate,3,3,1.0,100000.0,133333.33333333334,200000.0,0.7642226074376921,0.0,0,0,59.81,Moyen
2481_-431,33.5357220535,-7.59348398049,Casablanca,Tourism & Hospitality,1,1,1.0,100000.0,100000.0,100000.0,0.7642226074376921,0.0,0,0,59.76,Moyen
2481_-431,33.5357220535,-7.59348398049,Casablanca,Transport,5,5,1.0,100000.0,570000.0,2500000.0,0.7642226074376921,0.2,1,0,61.45,Moyen
2481_-432,33.532723,-7.617047,Casablanca,Agriculture,1,1,1.0,100000.0,100000.0,100000.0,0.7853949387739031,0.0,0,0,60.09,Moyen
2481_-432,33.532723,-7.617047,Casablanca,Commerce,50,50,0.88,100000.0,286041.6666666667,5000000.0,0.7853949387739031,0.24,12,0,57.55,Moyen
2481_-432,33.532723,-7.617047,Casablanca,Construction,38,38,0.9473684210526315,100000.0,976914.1142857143,22091994.0,0.7853949387739031,0.2894736842105263,10,1,60.84,Moyen
2481_-432,33.532723,-7.617047,Casablanca,Information Technology,22,22,0.9545454545454546,100000.0,184761.90476190476,1300000.0,0.7853949387739031,0.13636363636363635,3,0,59.55,Moyen
2481_-432,33.532723,-7.617047,Casablanca,Manufacturing,18,18,0.7777777777777778,100000.0,261333.33333333334,2000000.0,0.7853949387739031,0.4444444444444444,7,1,53.49,Faible
2481_-432,33.532723,-7.617047,Casablanca,Other,16,16,0.9375,100000.0,128666.66666666667,600000.0,0.7853949387739031,0.125,2,0,58.5,Moyen
2481_-432,33.532723,-7.617047,Casablanca,Professional Services,3,3,1.0,20000.0,43333.333333333336,100000.0,0.7853949387739031,0.0,0,0,60.06,Moyen
2481_-432,33.532723,-7.617047,Casablanca,Real Estate,2,2,1.0,85000.0,85000.0,150000.0,0.7853949387739031,0.0,0,0,60.1,Moyen
2481_-432,33.532723,-7.617047,Casablanca,Tourism & Hospitality,1,1,1.0,100000.0,100000.0,100000.0,0.7853949387739031,0.0,0,0,60.09,Moyen
2481_-432,33.532723,-7.617047,Casablanca,Transport,9,9,0.7777777777777778,100000.0,164444.44444444444,1000000.0,0.7853949387739031,0.1111111111111111,1,0,50.61,Faible
2481_-433,33.531444,-7.635485,Casablanca,Commerce,2,2,1.0,550000.0,550000.0,1000000.0,0.9690222556651344,0.0,0,0,63.5,Fort
2481_-433,33.531444,-7.635485,Casablanca,Information Technology,1,1,1.0,10000.0,10000.0,10000.0,0.9690222556651344,0.0,0,0,62.91,Fort
2481_-433,33.531444,-7.635485,Casablanca,Other,2,2,1.0,450000.0,450000.0,800000.0,0.9690222556651344,0.5,1,0,67.36,Fort
2481_-433,33.531444,-7.635485,Casablanca,Professional Services,2,2,1.0,300000.0,300000.0,500000.0,0.9690222556651344,0.0,0,0,63.24,Fort
2481_-433,33.531444,-7.635485,Casablanca,Real Estate,1,1,1.0,40000.0,40000.0,40000.0,0.9690222556651344,0.0,0,0,62.94,Fort
2481_-434,33.527577,-7.647096,Casablanca,Commerce,1,1,0.5,100000.0,,,0.9165164431996026,0.0,0,0,38.4,Faible
2481_-434,33.527577,-7.647096,Casablanca,Construction,1,1,1.0,100000.0,100000.0,100000.0,0.9165164431996026,0.0,0,0,62.17,Moyen
2481_-434,33.527577,-7.647096,Casablanca,Information Technology,1,1,1.0,100000.0,100000.0,100000.0,0.9165164431996026,0.0,0,0,62.17,Moyen
2481_-434,33.527577,-7.647096,Casablanca,Manufacturing,1,1,1.0,1200000.0,1200000.0,1200000.0,0.9165164431996026,1.0,1,0,71.26,Fort
2481_-434,33.527577,-7.647096,Casablanca,Transport,3,3,1.0,10000.0,40000.0,100000.0,0.9165164431996026,0.0,0,0,62.13,Moyen
2481_-435,33.532301,-7.6734,Casablanca,Commerce,13,13,1.0,100000.0,384545.45454545453,1520000.0,0.8375171494618088,0.3076923076923077,4,0,63.67,Fort
