cell_id,cell_lat,cell_lon,city,entity_count_real,entity_count_total,active_rate,capital_median,capital_mean,capital_max,sector_diversity,formal_ratio,sarl_count,sa_count,attractivity_score,attractivity_class,n_sectors_present,dominant_sector,density_log,cluster_label
2491_-422,33.667774,-7.432867,Casablanca,7,7,1.0,100000.0,111875.0,400000.0,0.881353453268883,0.16666666666666666,1,0,55.015,Moyen,2,Commerce,2.0794415416798357,1
2492_-416,33.687645,-7.333438,Casablanca,4,4,1.0,100000.0,125000.0,200000.0,0.9138646883853214,0.0,0,0,55.21,Moyen,1,Construction,1.6094379124341003,1
2492_-418,33.6848637,-7.3730371,Mohammedia,10,10,0.5,100000.0,216569.2307692308,1000000.0,0.5152734452350943,0.0,0,0,29.54,Faible,1,Healthcare,2.3978952727983707,0
2492_-419,33.6833333,-7.383333300000004,Casablanca,155,155,0.4822632155965489,100000.0,854993.1783539626,43000000.0,0.8141603524879364,0.23106377053745472,28,7,38.19444444444444,Faible,9,Commerce,5.049856007249537,2
2492_-420,33.68207085,-7.396407,Casablanca,6,6,0.75,550000.0,5788880.666666667,33033284.0,0.9172088932791936,0.16666666666666666,1,0,42.945,Faible,2,Construction,1.9459101490553132,1
2493_-418,33.6990838,-7.3640426,Casablanca,24,24,0.5,100000.0,241306.65954415954,2500000.0,0.8882843659935058,0.0,0,0,31.415,Faible,4,Finance,3.2188758248682006,0
2493_-419,33.6956681,-7.3876759,Mohammedia,574,574,0.8636294261294261,100000.0,273889.0637140637,1600000.0,0.7446235480838529,0.16249817828008065,19,2,62.61000000000001,Fort,12,Healthcare,6.354370040797351,2
2494_-417,33.7078581,-7.3526098,Mohammedia,3,3,0.5,100000.0,200000.0,250000.0,0.9464119282150146,0.0,0,0,27.22,Faible,1,Finance,1.3862943611198906,0
2494_-418,33.702852,-7.372212,Casablanca,191,191,0.8898818689079055,100000.0,733261.8157441637,52070500.0,0.7745446500909607,0.2700221240240527,55,9,64.04571428571428,Fort,7,Construction,5.2574953720277815,2
2495_-416,33.7173519,-7.3404585,Benslimane,25,25,0.5,100000.0,195523.0769230769,1000000.0,0.7934034482395906,0.0,0,0,31.830000000000002,Faible,3,Healthcare,3.258096538021482,0
2500_-406,33.784067,-7.158172,Casablanca,15,15,1.0,100000.0,169158.73015873015,1500000.0,0.8801739875608642,0.1619047619047619,3,0,57.449999999999996,Moyen,3,Construction,2.772588722239781,1
2504_-399,33.85,-7.029999999999973,Casablanca,86,86,0.43597582972582977,100000.0,194020.85834333734,10000000.0,0.8313558497431853,0.0,0,0,31.330000000000002,Faible,7,Construction,4.465908118654584,0
