entity_count_real,entity_count_total,density_log,active_rate,capital_median,capital_mean,capital_max,sector_diversity,formal_ratio,sarl_count,sa_count,vitality,weighted_capital,gps_quality,city_avg_density,city_avg_active,city_avg_capital,city_n_sectors,rel_density,rel_capital,city_Casablanca,city_El Jadida,city_Mohammedia,city_Settat,sector_main_Commerce,sector_main_Construction,sector_main_Education,sector_main_Finance,sector_main_Healthcare,sector_main_Information Technology,sector_main_Manufacturing,sector_main_Other,sector_main_Professional Services,sector_main_Real Estate,sector_main_Tourism & Hospitality,sector_main_Transport
-0.28201842,0.008423676,0.0,0.965377,-0.09523724,-0.033992395,-0.019876907,-0.096960284,0.4178309,0.5524641,-0.042038288,27.364428,0.27582365,0.008044349,0.0013013851,0.005218948,-0.0005644713,-0.0003782041,0.11656004,0.001150338,0.0,0.0,0.0,0.0,0.018495731,0.0047236537,0.0003917583,0.0018229171,-0.0009280874,0.006802207,0.00012355956,-0.00053662533,-0.0029987167,0.014392179,-0.001105894,-0.0008055908
-0.022129048,-0.0011759463,0.0,1.1511474,-0.1284767,0.13520016,0.05431657,0.46536008,-0.71699625,-0.18638875,-0.062368147,10.876691,0.26685053,0.0012775246,0.0019942024,0.004986405,-0.00056093046,-0.000443761,-0.0409238,-0.00065606716,0.0,0.0,0.0,0.0,-0.010880049,0.0054842047,0.00040108874,0.0014834187,-0.00056564907,0.0024825952,-0.002969337,0.0008561856,-0.0045604995,0.0017937643,0.009012885,0.004722308
-0.124329604,-0.01226525,0.0,-0.44403934,-0.2429819,0.0024827519,0.027293952,0.6015571,0.5303488,-0.21575467,-0.03783877,-2.812048,-0.09617122,0.00051235216,0.008697748,0.0067336233,-0.0010719595,-0.00018495996,-0.085983776,3.076069e-05,0.0,0.0,0.0,0.0,-0.003394815,0.00994215,-0.0022342524,0.003027753,-0.0002867916,0.0016780556,-0.008085098,0.0010105801,-0.007828127,0.0013256107,-0.0014299075,0.0024285417
0.09823232,0.09368423,0.0,-5.405759,-0.19338539,-0.008478506,3.2830936e-05,-0.7230929,-1.1167182,-0.1372989,-0.01905706,-6.9003983,-0.24206156,0.00051235216,0.0051303273,0.0058334456,0.011426383,-0.0002900536,0.031702977,-0.010325361,0.0,0.0,0.0,0.0,-0.0018669135,0.0015388883,0.17343137,0.0030446402,4.241784e-05,0.0022207438,-0.0034867104,0.00060844,0.0009101281,0.0012121772,-0.0017734903,0.005408667
-0.012017119,0.0023988292,0.0,1.1132079,-0.10514258,0.4286845,-0.057768773,0.27042705,0.39142334,0.6589029,-0.06647119,19.078363,0.4202849,0.0012349295,0.00220054,0.0052426844,-0.0005469643,-0.00038862723,0.11436045,-0.00058979064,0.0,0.0,0.0,0.0,-0.007818709,0.0031631596,0.0006565613,0.0017012854,-0.0013042247,0.0046901978,-0.0019803785,-0.0023141846,-0.0049578287,0.0031108218,0.0061483853,0.006254107
-0.08088203,-0.008619351,0.0,-4.0277166,-0.13937208,0.8562157,0.02319694,0.5995512,1.5355912,0.3129896,0.004964104,-3.054859,-0.17528757,0.00051235216,0.0061205574,0.0069962456,-0.0005301335,-0.0001341787,-0.0037113023,0.00028690603,0.0,0.0,0.0,0.0,-0.004105877,0.0023748018,-0.0015783638,0.0029962123,-0.0009171175,0.0018609485,-0.007014451,0.003942483,0.04029135,0.003974279,-0.0013044972,-0.0063788523
-0.15190999,-0.020814452,0.0,-2.3895562,-0.086725764,-0.011613526,0.0024022136,0.93039596,-0.7406254,-0.15597197,-0.019854223,-22.151867,-0.13445488,0.00051235216,0.010491848,0.009414749,-0.016986376,-0.00076038984,-0.09969851,-0.00091073685,0.0,0.0,0.0,0.0,-0.0035693634,0.0008091253,-0.0010661109,-0.05388924,-0.0025641038,0.0035388088,-0.008296466,0.0010092239,-0.0016179358,0.0012312776,-0.0018269864,-6.627529e-05
-0.38407308,-0.020607892,0.0,-2.172568,-0.14740334,-0.010376891,0.0053577116,0.032703232,-0.6939771,-0.13889708,-0.018815488,-17.4233,-0.3043459,0.00051235216,0.014342768,0.0056282612,-0.001872408,-0.00069957506,-0.042216744,-0.0016087998,0.0,0.0,0.0,0.0,-0.0033905576,0.0019435524,0.00018960431,0.0030446402,0.03161342,0.0028125877,-0.0037302908,0.0007264811,-0.0015689709,0.0008670864,-0.0009824551,0.0025174993
-0.13599816,-0.021359127,0.0,-1.8772228,-0.09922899,-0.00021186117,0.071187966,-0.026724268,-0.7332323,-0.14299001,-0.020132637,-21.146456,-0.18401349,0.00051235216,0.010244044,0.005699723,-0.0018889338,-0.00069957506,-0.10323566,0.0006460324,0.0,0.0,0.0,0.0,0.032143895,0.003073627,-0.001029395,0.0030426483,-0.013222637,0.0027838356,-0.0018942344,0.0043940325,-0.0005907562,0.0012414561,-0.0013741452,0.008284925
-0.120020784,-0.00954144,0.0,2.2772586,-0.32407728,-0.1272662,-0.029484237,1.3968363,-1.6100839,-0.16626404,-0.029512027,-4.252912,0.2482598,0.00051235216,0.003840275,0.0049722684,-0.0008219266,-0.0009976764,-0.09654557,-0.010726144,0.0,0.0,0.0,0.0,-0.0036519566,0.0031551449,-0.0010269465,0.0014179042,-0.00048140957,-0.068881825,-0.008696679,-0.00056495314,-0.002291091,0.0024019175,-0.0036170564,0.0021623198
